,ship mode,segment,state,region,category,sub-category,sales,quantity,discount,profit,unit price,profit margin,is discounted,profit per item,is profited,city tier
1732,standard ,consumer,texas,central,office supplies,storage,338.04,3,20.0,-33.8,112.68,-10.0,1,-11.27,0,1
1733,standard ,consumer,texas,central,office supplies,art,154.24,4,20.0,17.35,38.56,11.25,1,4.34,1,1
1734,second ,consumer,north carolina,south,office supplies,appliances,34.85,2,20.0,6.53,17.425,18.74,1,3.27,1,1
1735,second ,consumer,north carolina,south,technology,phones,22.0,5,20.0,1.38,4.4,6.27,1,0.28,1,1
1736,second ,consumer,north carolina,south,office supplies,art,4.37,3,20.0,0.38,1.4566666666666668,8.7,1,0.13,0,1
1737,standard ,corporate,california,west,office supplies,storage,31.44,3,0.0,8.49,10.48,27.0,0,2.83,1,1
1738,standard ,corporate,california,west,technology,accessories,17.9,2,0.0,3.4,8.95,18.99,0,1.7,1,1
1739,standard ,corporate,california,west,technology,accessories,129.45,5,0.0,46.6,25.889999999999997,36.0,0,9.32,1,1
1740,standard ,home office,california,west,office supplies,labels,20.88,8,0.0,9.6,2.61,45.98,0,1.2,1,1
1741,standard ,consumer,pennsylvania,east,office supplies,paper,20.74,4,20.0,7.26,5.185,35.0,1,1.81,1,1
1742,standard ,consumer,pennsylvania,east,furniture,furnishings,7.17,2,20.0,0.99,3.585,13.81,1,0.49,0,1
1743,standard ,consumer,pennsylvania,east,office supplies,storage,11.17,2,20.0,-2.51,5.585,-22.47,1,-1.25,0,1
1744,standard ,consumer,pennsylvania,east,technology,accessories,442.4,7,20.0,-55.3,63.199999999999996,-12.5,1,-7.9,0,1
1745,first ,consumer,new york,east,office supplies,art,13.36,2,0.0,4.94,6.68,36.98,0,2.47,1,1
1746,second ,consumer,north carolina,south,office supplies,binders,11.23,8,70.0,-8.24,1.40375,-73.37,1,-1.03,0,1
1747,second ,consumer,north carolina,south,office supplies,paper,10.27,3,20.0,3.21,3.4233333333333333,31.26,1,1.07,1,1
1748,standard ,home office,texas,central,office supplies,paper,10.37,2,20.0,3.63,5.185,35.0,1,1.81,1,1
1749,standard ,home office,texas,central,office supplies,art,6.24,3,20.0,0.55,2.08,8.81,1,0.18,0,1
1750,standard ,home office,texas,central,furniture,tables,206.96,2,30.0,-32.52,103.48,-15.71,1,-16.26,0,1
1751,first ,consumer,california,west,furniture,furnishings,9.46,2,0.0,3.69,4.73,39.01,0,1.84,1,1
1752,first ,corporate,california,west,office supplies,storage,559.62,9,0.0,151.1,62.18,27.0,0,16.79,1,1
1753,first ,corporate,california,west,office supplies,paper,109.92,2,0.0,53.86,54.96,49.0,0,26.93,1,1
1754,first ,corporate,california,west,office supplies,paper,8.56,2,0.0,3.85,4.28,44.98,0,1.93,1,1
1755,second ,home office,texas,central,office supplies,paper,360.71,11,20.0,130.76,32.79181818181818,36.25,1,11.89,1,1
1756,second ,home office,texas,central,technology,phones,1718.4,6,20.0,150.36,286.40000000000003,8.75,1,25.06,1,1
1757,first ,home office,texas,central,office supplies,binders,41.57,6,80.0,-66.51,6.928333333333334,-160.0,1,-11.09,0,1
1758,standard ,consumer,texas,central,technology,accessories,46.86,2,20.0,7.62,23.43,16.26,1,3.81,1,1
1759,standard ,consumer,pennsylvania,east,office supplies,art,19.54,3,20.0,4.88,6.513333333333333,24.97,1,1.63,1,1
1760,standard ,consumer,california,west,furniture,bookcases,411.33,4,15.0,-4.84,102.8325,-1.18,1,-1.21,0,1
1761,standard ,consumer,california,west,office supplies,binders,28.75,6,20.0,9.7,4.791666666666667,33.74,1,1.62,1,1
1762,standard ,consumer,california,west,furniture,bookcases,293.2,3,15.0,-20.7,97.73333333333333,-7.06,1,-6.9,0,1
1763,standard ,home office,virginia,south,office supplies,supplies,35.06,2,0.0,10.52,17.53,30.01,0,5.26,1,2
1764,standard ,home office,virginia,south,office supplies,labels,4.13,1,0.0,1.9,4.13,46.0,0,1.9,1,2
1765,standard ,home office,virginia,south,furniture,furnishings,109.8,9,0.0,46.12,12.2,42.0,0,5.12,1,2
1766,standard ,home office,virginia,south,office supplies,labels,9.82,2,0.0,4.81,4.91,48.98,0,2.4,1,2
1767,standard ,consumer,north carolina,south,office supplies,binders,7.64,4,70.0,-5.86,1.91,-76.7,1,-1.47,0,2
1768,standard ,consumer,north carolina,south,office supplies,binders,51.46,5,70.0,-39.46,10.292,-76.68,1,-7.89,0,2
1769,standard ,corporate,texas,central,office supplies,supplies,6.98,4,20.0,-1.4,1.745,-20.06,1,-0.35,0,1
1770,standard ,corporate,texas,central,office supplies,binders,12.22,7,80.0,-20.17,1.7457142857142858,-165.06,1,-2.88,0,1
1771,second ,corporate,illinois,central,office supplies,storage,97.98,2,20.0,-24.5,48.99,-25.01,1,-12.25,0,1
1772,second ,corporate,illinois,central,technology,accessories,62.4,6,20.0,19.5,10.4,31.25,1,3.25,1,1
1773,standard ,corporate,maryland,east,office supplies,binders,20.86,2,0.0,9.39,10.43,45.01,0,4.7,1,1
1774,standard ,corporate,maryland,east,office supplies,storage,497.61,9,0.0,129.38,55.29,26.0,0,14.38,1,1
1775,standard ,corporate,maryland,east,office supplies,art,5.34,2,0.0,1.5,2.67,28.09,0,0.75,1,1
1776,standard ,corporate,maryland,east,office supplies,labels,3.15,1,0.0,1.51,3.15,47.94,0,1.51,1,1
1777,standard ,consumer,california,west,office supplies,paper,368.91,9,0.0,180.77,40.99,49.0,0,20.09,1,1
1778,standard ,consumer,california,west,office supplies,art,14.7,5,0.0,6.62,2.94,45.03,0,1.32,1,1
1779,standard ,consumer,new york,east,technology,accessories,59.97,3,0.0,14.99,19.99,25.0,0,5.0,1,1
1780,standard ,consumer,new york,east,office supplies,storage,83.36,1,0.0,20.84,83.36,25.0,0,20.84,1,1
1781,standard ,corporate,massachusetts,east,office supplies,paper,6.58,2,0.0,3.03,3.29,46.05,0,1.51,1,1
1782,standard ,corporate,massachusetts,east,office supplies,binders,122.94,3,0.0,59.01,40.98,48.0,0,19.67,1,1
1783,standard ,corporate,wisconsin,central,office supplies,paper,219.84,4,0.0,107.72,54.96,49.0,0,26.93,1,1
1784,standard ,corporate,wisconsin,central,technology,accessories,98.16,6,0.0,9.82,16.36,10.0,0,1.64,1,1
1785,standard ,corporate,wisconsin,central,office supplies,binders,33.04,8,0.0,15.53,4.13,47.0,0,1.94,1,1
1786,standard ,corporate,wisconsin,central,technology,phones,86.97,3,0.0,25.22,28.99,29.0,0,8.41,1,1
1787,standard ,corporate,wisconsin,central,technology,phones,134.97,3,0.0,64.79,44.99,48.0,0,21.6,1,1
1788,standard ,corporate,wisconsin,central,technology,phones,699.98,2,0.0,195.99,349.99,28.0,0,98.0,1,1
1789,standard ,corporate,wisconsin,central,technology,accessories,139.95,5,0.0,26.59,27.99,19.0,0,5.32,1,1
1790,standard ,consumer,new york,east,office supplies,paper,48.94,1,0.0,24.47,48.94,50.0,0,24.47,1,1
1791,first ,consumer,wisconsin,central,furniture,chairs,2807.84,8,0.0,673.88,350.98,24.0,0,84.23,1,1
1792,first ,consumer,wisconsin,central,office supplies,art,46.64,4,0.0,12.59,11.66,26.99,0,3.15,1,1
1793,standard ,corporate,texas,central,office supplies,storage,60.42,2,20.0,6.04,30.21,10.0,1,3.02,1,1
1794,standard ,home office,kansas,central,office supplies,art,107.94,3,0.0,26.98,35.98,25.0,0,8.99,1,3
1795,first ,home office,new york,east,office supplies,storage,63.84,8,0.0,16.6,7.98,26.0,0,2.08,1,1
1796,first ,home office,new york,east,technology,phones,347.97,3,0.0,100.91,115.99000000000001,29.0,0,33.64,1,1
1797,first ,home office,new york,east,office supplies,binders,37.01,6,20.0,11.56,6.168333333333333,31.23,1,1.93,1,1
1798,standard ,consumer,california,west,furniture,furnishings,215.65,5,0.0,73.32,43.13,34.0,0,14.66,1,1
1799,second ,consumer,texas,central,office supplies,fasteners,11.17,4,20.0,3.63,2.7925,32.5,1,0.91,1,1
1800,second ,consumer,texas,central,office supplies,paper,53.95,3,20.0,17.53,17.983333333333334,32.49,1,5.84,1,1
1801,standard ,home office,washington,west,furniture,furnishings,4.18,1,0.0,1.5,4.18,35.89,0,1.5,1,2
1802,second ,consumer,pennsylvania,east,office supplies,binders,5.61,1,70.0,-4.3,5.61,-76.65,1,-4.3,0,1
1803,second ,consumer,pennsylvania,east,office supplies,supplies,4663.74,7,20.0,-1049.34,666.2485714285714,-22.5,1,-149.91,0,1
1804,second ,consumer,pennsylvania,east,technology,accessories,79.98,2,20.0,23.0,39.99,28.76,1,11.5,1,1
1805,first ,corporate,california,west,technology,phones,2575.94,7,20.0,257.59,367.99142857142857,10.0,1,36.8,1,1
1806,first ,corporate,california,west,office supplies,paper,45.36,7,0.0,21.77,6.4799999999999995,47.99,0,3.11,1,1
1807,first ,corporate,california,west,technology,accessories,254.24,7,0.0,76.27,36.32,30.0,0,10.9,1,1
1808,first ,corporate,oklahoma,central,technology,phones,69.93,7,0.0,0.7,9.99,1.0,0,0.1,0,1
1809,standard ,corporate,illinois,central,furniture,furnishings,16.16,7,60.0,-12.12,2.3085714285714287,-75.0,1,-1.73,0,1
1810,standard ,corporate,illinois,central,office supplies,paper,54.82,3,20.0,17.82,18.273333333333333,32.51,1,5.94,1,1
1811,second ,consumer,virginia,south,furniture,tables,1441.3,7,0.0,245.02,205.9,17.0,0,35.0,1,1
1812,standard ,consumer,ohio,east,furniture,furnishings,77.6,5,20.0,28.13,15.52,36.25,1,5.63,1,1
1813,standard ,consumer,ohio,east,furniture,furnishings,4.66,2,20.0,1.57,2.33,33.69,1,0.79,1,1
1814,standard ,corporate,california,west,furniture,tables,170.14,3,20.0,-8.51,56.71333333333333,-5.0,1,-2.84,0,1
1815,same day,consumer,washington,west,office supplies,labels,7.38,2,0.0,3.47,3.69,47.02,0,1.74,1,1
1816,same day,consumer,washington,west,office supplies,art,9.26,2,0.0,3.06,4.63,33.05,0,1.53,1,1
1817,second ,consumer,california,west,office supplies,labels,9.96,2,0.0,4.58,4.98,45.98,0,2.29,1,1
1818,standard ,consumer,illinois,central,office supplies,appliances,75.6,2,80.0,-166.32,37.8,-220.0,1,-83.16,0,1
1819,standard ,consumer,illinois,central,furniture,furnishings,29.32,2,60.0,-24.19,14.66,-82.5,1,-12.1,0,1
1820,standard ,corporate,illinois,central,office supplies,appliances,92.06,6,80.0,-225.56,15.343333333333334,-245.01,1,-37.59,0,1
1821,standard ,corporate,illinois,central,office supplies,fasteners,6.98,4,20.0,1.83,1.745,26.22,1,0.46,1,1
1822,standard ,corporate,illinois,central,furniture,chairs,62.96,3,30.0,-2.7,20.986666666666668,-4.29,1,-0.9,0,1
1823,standard ,corporate,illinois,central,office supplies,paper,5.18,1,20.0,1.81,5.18,34.94,1,1.81,1,1
1824,standard ,consumer,oregon,west,office supplies,binders,31.32,10,70.0,-25.06,3.132,-80.01,1,-2.51,0,3
1825,standard ,consumer,oregon,west,furniture,furnishings,11.84,4,20.0,3.11,2.96,26.27,1,0.78,1,3
1826,standard ,consumer,oregon,west,furniture,furnishings,22.78,1,20.0,4.84,22.78,21.25,1,4.84,1,3
1827,second ,home office,north carolina,south,technology,phones,1127.98,3,20.0,126.9,375.99333333333334,11.25,1,42.3,1,1
1828,second ,corporate,georgia,south,office supplies,paper,38.88,6,0.0,18.66,6.48,47.99,0,3.11,1,4
1829,standard ,consumer,ohio,east,technology,phones,779.8,2,40.0,-168.96,389.9,-21.67,1,-84.48,0,1
1830,same day,home office,oklahoma,central,technology,phones,1439.92,8,0.0,374.38,179.99,26.0,0,46.8,1,2
1831,same day,home office,oklahoma,central,furniture,tables,262.11,1,0.0,62.91,262.11,24.0,0,62.91,1,2
1832,standard ,corporate,north carolina,south,furniture,chairs,207.0,3,20.0,25.88,69.0,12.5,1,8.63,1,2
1833,standard ,corporate,texas,central,technology,machines,1439.98,3,40.0,-264.0,479.99333333333334,-18.33,1,-88.0,0,1
1834,standard ,corporate,texas,central,office supplies,paper,36.29,7,20.0,12.7,5.184285714285714,35.0,1,1.81,1,1
1835,first ,consumer,connecticut,east,office supplies,art,21.4,5,0.0,6.21,4.279999999999999,29.02,0,1.24,1,2
1836,second ,corporate,georgia,south,office supplies,appliances,1245.86,7,0.0,361.3,177.98,29.0,0,51.61,1,1
1837,standard ,corporate,north carolina,south,office supplies,labels,17.54,3,20.0,5.92,5.846666666666667,33.75,1,1.97,1,1
1838,standard ,corporate,north carolina,south,furniture,furnishings,44.13,4,20.0,12.14,11.0325,27.51,1,3.04,1,1
1839,standard ,corporate,north carolina,south,office supplies,appliances,62.92,1,20.0,10.22,62.92,16.24,1,10.22,1,1
1840,standard ,corporate,north carolina,south,office supplies,paper,78.3,2,20.0,29.36,39.15,37.5,1,14.68,1,1
1841,standard ,corporate,kentucky,south,furniture,chairs,140.81,1,0.0,39.43,140.81,28.0,0,39.43,1,2
1842,second ,corporate,texas,central,office supplies,labels,40.1,4,20.0,13.53,10.025,33.74,1,3.38,1,1
1843,second ,corporate,texas,central,furniture,furnishings,40.78,2,60.0,-30.59,20.39,-75.01,1,-15.29,0,1
1844,standard ,consumer,washington,west,technology,accessories,90.57,3,0.0,11.77,30.189999999999998,13.0,0,3.92,1,1
1845,second ,home office,district of columbia,east,office supplies,paper,40.08,6,0.0,19.24,6.68,48.0,0,3.21,1,2
1846,second ,home office,district of columbia,east,furniture,furnishings,37.68,2,0.0,15.83,18.84,42.01,0,7.92,1,2
1847,same day,corporate,california,west,furniture,chairs,362.35,3,20.0,27.18,120.78333333333335,7.5,1,9.06,1,1
1848,same day,corporate,california,west,office supplies,binders,7.18,2,20.0,2.24,3.59,31.2,1,1.12,1,1
1849,second ,consumer,indiana,central,office supplies,storage,34.76,1,0.0,9.73,34.76,27.99,0,9.73,1,3
1850,second ,consumer,indiana,central,technology,accessories,831.2,5,0.0,124.68,166.24,15.0,0,24.94,1,3
1851,second ,consumer,indiana,central,office supplies,paper,26.4,5,0.0,11.88,5.279999999999999,45.0,0,2.38,1,3
1852,second ,consumer,indiana,central,office supplies,envelopes,106.75,7,0.0,49.1,15.25,46.0,0,7.01,1,3
1853,second ,consumer,indiana,central,office supplies,paper,97.82,2,0.0,45.98,48.91,47.0,0,22.99,1,3
1854,second ,consumer,indiana,central,office supplies,storage,141.4,5,0.0,38.18,28.28,27.0,0,7.64,1,3
1855,standard ,corporate,california,west,office supplies,art,14.52,3,0.0,4.79,4.84,32.99,0,1.6,1,1
1856,second ,corporate,texas,central,office supplies,storage,127.92,5,20.0,-15.99,25.584,-12.5,1,-3.2,0,1
1857,second ,corporate,texas,central,office supplies,binders,34.24,4,80.0,-53.07,8.56,-154.99,1,-13.27,0,1
1858,first ,corporate,connecticut,east,office supplies,appliances,137.62,2,0.0,60.55,68.81,44.0,0,30.27,1,3
1859,first ,corporate,connecticut,east,technology,phones,100.49,1,0.0,25.12,100.49,25.0,0,25.12,1,3
1860,first ,consumer,new york,east,furniture,bookcases,257.57,2,20.0,-28.98,128.785,-11.25,1,-14.49,0,1
1861,first ,consumer,new york,east,technology,phones,119.96,4,0.0,33.59,29.99,28.0,0,8.4,1,1
1862,same day,consumer,texas,central,office supplies,storage,49.63,4,20.0,4.96,12.4075,9.99,1,1.24,1,1
1863,standard ,corporate,colorado,west,furniture,tables,727.45,5,50.0,-465.57,145.49,-64.0,1,-93.11,0,1
1864,standard ,corporate,colorado,west,furniture,furnishings,24.96,3,20.0,4.37,8.32,17.51,1,1.46,1,1
1865,same day,corporate,ohio,east,technology,phones,370.78,3,40.0,-92.7,123.59333333333332,-25.0,1,-30.9,0,1
1866,first ,corporate,nevada,west,furniture,furnishings,196.45,5,0.0,70.72,39.29,36.0,0,14.14,1,1
1867,standard ,home office,pennsylvania,east,office supplies,paper,31.1,6,20.0,10.89,5.183333333333334,35.02,1,1.82,1,1
1868,standard ,home office,pennsylvania,east,office supplies,storage,78.26,2,20.0,-17.61,39.13,-22.5,1,-8.8,0,1
1869,second ,consumer,washington,west,office supplies,paper,6.48,1,0.0,3.11,6.48,47.99,0,3.11,1,1
1870,standard ,corporate,california,west,office supplies,art,99.2,5,0.0,25.79,19.84,26.0,0,5.16,1,1
1871,standard ,corporate,california,west,furniture,chairs,801.57,2,20.0,50.1,400.785,6.25,1,25.05,1,1
1872,standard ,corporate,california,west,furniture,tables,272.85,1,20.0,27.28,272.85,10.0,1,27.28,1,1
1873,standard ,consumer,washington,west,furniture,tables,70.98,1,0.0,20.58,70.98,28.99,0,20.58,1,2
1874,standard ,home office,ohio,east,office supplies,paper,16.22,2,20.0,5.88,8.11,36.25,1,2.94,1,1
1875,standard ,consumer,new york,east,furniture,bookcases,176.78,1,20.0,-22.1,176.78,-12.5,1,-22.1,0,1
1876,standard ,consumer,texas,central,technology,phones,470.38,3,20.0,47.04,156.79333333333332,10.0,1,15.68,1,1
1877,standard ,consumer,california,west,furniture,chairs,393.57,4,20.0,-44.28,98.3925,-11.25,1,-11.07,0,1
1878,standard ,consumer,california,west,technology,phones,302.38,3,20.0,22.68,100.79333333333334,7.5,1,7.56,1,1
1879,standard ,corporate,florida,south,office supplies,binders,68.74,9,70.0,-48.12,7.637777777777777,-70.0,1,-5.35,0,1
1880,same day,consumer,new york,east,office supplies,envelopes,29.34,3,0.0,14.67,9.78,50.0,0,4.89,1,1
1881,same day,consumer,new york,east,furniture,chairs,383.61,7,10.0,63.93,54.80142857142857,16.67,1,9.13,1,1
1882,same day,consumer,new york,east,office supplies,storage,563.4,4,0.0,67.61,140.85,12.0,0,16.9,1,1
1883,standard ,home office,pennsylvania,east,office supplies,paper,217.06,7,20.0,78.68,31.00857142857143,36.25,1,11.24,1,1
1884,second ,consumer,texas,central,office supplies,labels,6.0,2,20.0,2.1,3.0,35.0,1,1.05,1,5
1885,second ,consumer,california,west,furniture,furnishings,31.56,3,0.0,10.41,10.52,32.98,0,3.47,1,1
1886,first ,home office,florida,south,office supplies,fasteners,7.1,2,20.0,2.4,3.55,33.8,1,1.2,1,2
1887,first ,home office,florida,south,office supplies,binders,398.35,8,70.0,-331.96,49.79375,-83.33,1,-41.49,0,2
1888,first ,consumer,ohio,east,office supplies,appliances,121.79,4,20.0,13.7,30.4475,11.25,1,3.42,1,1
1889,first ,consumer,ohio,east,furniture,tables,409.59,3,40.0,-122.88,136.53,-30.0,1,-40.96,0,1
1890,standard ,corporate,california,west,office supplies,paper,10.56,2,0.0,4.75,5.28,44.98,0,2.38,1,2
1891,standard ,corporate,california,west,office supplies,art,3.38,1,0.0,1.25,3.38,36.98,0,1.25,1,2
1892,second ,consumer,florida,south,office supplies,envelopes,7.82,1,20.0,2.93,7.82,37.47,1,2.93,1,5
1893,standard ,consumer,oregon,west,office supplies,paper,24.78,1,20.0,7.74,24.78,31.23,1,7.74,1,5
1894,first ,consumer,virginia,south,office supplies,art,34.65,3,0.0,10.4,11.549999999999999,30.01,0,3.47,1,5
1895,standard ,consumer,montana,west,office supplies,binders,487.98,2,20.0,152.5,243.99,31.25,1,76.25,1,4
1896,first ,consumer,minnesota,central,office supplies,binders,1793.98,2,0.0,843.17,896.99,47.0,0,421.58,1,1
1897,second ,consumer,florida,south,office supplies,envelopes,29.81,2,20.0,10.81,14.905,36.26,1,5.41,1,1
1898,second ,consumer,florida,south,office supplies,binders,505.18,4,70.0,-336.78,126.295,-66.67,1,-84.19,0,1
1899,second ,consumer,florida,south,furniture,tables,174.06,3,45.0,-110.76,58.02,-63.63,1,-36.92,0,1
1900,second ,consumer,south carolina,south,office supplies,storage,191.88,6,0.0,19.19,31.98,10.0,0,3.2,1,1
1901,first ,home office,michigan,central,technology,phones,14.78,2,0.0,3.99,7.39,27.0,0,2.0,1,1
1902,first ,corporate,oregon,west,office supplies,paper,5.18,1,20.0,1.81,5.18,34.94,1,1.81,1,1
1903,first ,corporate,oregon,west,furniture,chairs,478.48,2,20.0,47.85,239.24,10.0,1,23.93,1,1
1904,first ,corporate,oregon,west,technology,accessories,28.4,2,20.0,6.74,14.2,23.73,1,3.37,1,1
1905,first ,corporate,indiana,central,office supplies,storage,909.12,8,0.0,9.09,113.64,1.0,0,1.14,1,1
1906,standard ,corporate,florida,south,office supplies,binders,2.95,2,70.0,-2.16,1.475,-73.22,1,-1.08,0,3
1907,standard ,corporate,florida,south,office supplies,binders,27.02,6,70.0,-21.61,4.503333333333333,-79.98,1,-3.6,0,3
1908,first ,corporate,california,west,furniture,furnishings,136.92,4,0.0,41.08,34.23,30.0,0,10.27,1,1
1909,standard ,consumer,new york,east,furniture,furnishings,18.96,2,0.0,8.53,9.48,44.99,0,4.26,1,1
1910,standard ,corporate,california,west,technology,accessories,99.39,3,0.0,40.75,33.13,41.0,0,13.58,1,1
1911,second ,corporate,texas,central,office supplies,paper,273.9,7,20.0,92.44,39.128571428571426,33.75,1,13.21,1,1
